system:index,cloud_cover,date,mean,name,zone,.geo
LC08_146041_20230322_4,11.48,2023-03-22,,Najafgarh,peri_urban,"{""type"":""Point"",""coordinates"":[77.07,28.52]}"
LC08_146041_20230322_5,11.48,2023-03-22,,Tughlaqabad,peri_urban,"{""type"":""Point"",""coordinates"":[77.28,28.479999999999997]}"
LC08_146041_20230322_6,11.48,2023-03-22,,Bahadurgarh,rural,"{""type"":""Point"",""coordinates"":[76.92,28.619999999999997]}"
LC08_146041_20230322_7,11.48,2023-03-22,,Ghaziabad outskirts,rural,"{""type"":""Point"",""coordinates"":[77.45,28.720000000000002]}"
LC08_146041_20230322_8,11.48,2023-03-22,,Delhi Ridge Forest,green_space,"{""type"":""Point"",""coordinates"":[77.18,28.71]}"
LC08_146041_20230322_9,11.48,2023-03-22,,Lodhi Garden,green_space,"{""type"":""Point"",""coordinates"":[77.24,28.6]}"
LC08_146041_20230407_0,0.31,2023-04-07,,Connaught Place,urban_core,"{""type"":""Point"",""coordinates"":[77.23,28.610000000000003]}"
LC08_146041_20230407_1,0.31,2023-04-07,,Karol Bagh,urban_core,"{""type"":""Point"",""coordinates"":[77.2,28.670000000000005]}"
LC08_146041_20230407_2,0.31,2023-04-07,,Dwarka,suburban,"{""type"":""Point"",""coordinates"":[77.15,28.55]}"
LC08_146041_20230407_3,0.31,2023-04-07,,Laxmi Nagar,suburban,"{""type"":""Point"",""coordinates"":[77.31,28.63]}"
LC08_146041_20230407_4,0.31,2023-04-07,,Najafgarh,peri_urban,"{""type"":""Point"",""coordinates"":[77.07,28.52]}"
LC08_146041_20230407_5,0.31,2023-04-07,,Tughlaqabad,peri_urban,"{""type"":""Point"",""coordinates"":[77.28,28.479999999999997]}"
LC08_146041_20230407_6,0.31,2023-04-07,,Bahadurgarh,rural,"{""type"":""Point"",""coordinates"":[76.92,28.619999999999997]}"
LC08_146041_20230407_7,0.31,2023-04-07,,Ghaziabad outskirts,rural,"{""type"":""Point"",""coordinates"":[77.45,28.720000000000002]}"
LC08_146041_20230407_8,0.31,2023-04-07,,Delhi Ridge Forest,green_space,"{""type"":""Point"",""coordinates"":[77.18,28.71]}"
LC08_146041_20230407_9,0.31,2023-04-07,,Lodhi Garden,green_space,"{""type"":""Point"",""coordinates"":[77.24,28.6]}"
LC08_146041_20230509_0,0.0,2023-05-09,,Connaught Place,urban_core,"{""type"":""Point"",""coordinates"":[77.23,28.610000000000003]}"
LC08_146041_20230509_1,0.0,2023-05-09,,Karol Bagh,urban_core,"{""type"":""Point"",""coordinates"":[77.2,28.670000000000005]}"
LC08_146041_20230509_2,0.0,2023-05-09,,Dwarka,suburban,"{""type"":""Point"",""coordinates"":[77.15,28.55]}"
LC08_146041_20230509_3,0.0,2023-05-09,,Laxmi Nagar,suburban,"{""type"":""Point"",""coordinates"":[77.31,28.63]}"
LC08_146041_20230509_4,0.0,2023-05-09,,Najafgarh,peri_urban,"{""type"":""Point"",""coordinates"":[77.07,28.52]}"
LC08_146041_20230509_5,0.0,2023-05-09,,Tughlaqabad,peri_urban,"{""type"":""Point"",""coordinates"":[77.28,28.479999999999997]}"
LC08_146041_20230509_6,0.0,2023-05-09,,Bahadurgarh,rural,"{""type"":""Point"",""coordinates"":[76.92,28.619999999999997]}"
LC08_146041_20230509_7,0.0,2023-05-09,,Ghaziabad outskirts,rural,"{""type"":""Point"",""coordinates"":[77.45,28.720000000000002]}"
LC08_146041_20230509_8,0.0,2023-05-09,,Delhi Ridge Forest,green_space,"{""type"":""Point"",""coordinates"":[77.18,28.71]}"
LC08_146041_20230509_9,0.0,2023-05-09,,Lodhi Garden,green_space,"{""type"":""Point"",""coordinates"":[77.24,28.6]}"
LC08_146041_20230610_0,0.11,2023-06-10,,Connaught Place,urban_core,"{""type"":""Point"",""coordinates"":[77.23,28.610000000000003]}"
LC08_146041_20230610_1,0.11,2023-06-10,,Karol Bagh,urban_core,"{""type"":""Point"",""coordinates"":[77.2,28.670000000000005]}"
LC08_146041_20230610_2,0.11,2023-06-10,,Dwarka,suburban,"{""type"":""Point"",""coordinates"":[77.15,28.55]}"
LC08_146041_20230610_3,0.11,2023-06-10,,Laxmi Nagar,suburban,"{""type"":""Point"",""coordinates"":[77.31,28.63]}"
LC08_146041_20230610_4,0.11,2023-06-10,,Najafgarh,peri_urban,"{""type"":""Point"",""coordinates"":[77.07,28.52]}"
LC08_146041_20230610_5,0.11,2023-06-10,,Tughlaqabad,peri_urban,"{""type"":""Point"",""coordinates"":[77.28,28.479999999999997]}"
LC08_146041_20230610_6,0.11,2023-06-10,,Bahadurgarh,rural,"{""type"":""Point"",""coordinates"":[76.92,28.619999999999997]}"
LC08_146041_20230610_7,0.11,2023-06-10,,Ghaziabad outskirts,rural,"{""type"":""Point"",""coordinates"":[77.45,28.720000000000002]}"
LC08_146041_20230610_8,0.11,2023-06-10,,Delhi Ridge Forest,green_space,"{""type"":""Point"",""coordinates"":[77.18,28.71]}"
LC08_146041_20230610_9,0.11,2023-06-10,,Lodhi Garden,green_space,"{""type"":""Point"",""coordinates"":[77.24,28.6]}"
LC08_146041_20230829_0,1.37,2023-08-29,,Connaught Place,urban_core,"{""type"":""Point"",""coordinates"":[77.23,28.610000000000003]}"
LC08_146041_20230829_1,1.37,2023-08-29,,Karol Bagh,urban_core,"{""type"":""Point"",""coordinates"":[77.2,28.670000000000005]}"
LC08_146041_20230829_2,1.37,2023-08-29,,Dwarka,suburban,"{""type"":""Point"",""coordinates"":[77.15,28.55]}"
LC08_146041_20230829_3,1.37,2023-08-29,,Laxmi Nagar,suburban,"{""type"":""Point"",""coordinates"":[77.31,28.63]}"
LC08_146041_20230829_4,1.37,2023-08-29,,Najafgarh,peri_urban,"{""type"":""Point"",""coordinates"":[77.07,28.52]}"
LC08_146041_20230829_5,1.37,2023-08-29,,Tughlaqabad,peri_urban,"{""type"":""Point"",""coordinates"":[77.28,28.479999999999997]}"
LC08_146041_20230829_6,1.37,2023-08-29,,Bahadurgarh,rural,"{""type"":""Point"",""coordinates"":[76.92,28.619999999999997]}"
LC08_146041_20230829_7,1.37,2023-08-29,,Ghaziabad outskirts,rural,"{""type"":""Point"",""coordinates"":[77.45,28.720000000000002]}"
LC08_146041_20230829_8,1.37,2023-08-29,,Delhi Ridge Forest,green_space,"{""type"":""Point"",""coordinates"":[77.18,28.71]}"
LC08_146041_20230829_9,1.37,2023-08-29,,Lodhi Garden,green_space,"{""type"":""Point"",""coordinates"":[77.24,28.6]}"
LC08_146041_20230930_0,0.01,2023-09-30,,Connaught Place,urban_core,"{""type"":""Point"",""coordinates"":[77.23,28.610000000000003]}"
LC08_146041_20230930_1,0.01,2023-09-30,,Karol Bagh,urban_core,"{""type"":""Point"",""coordinates"":[77.2,28.670000000000005]}"
LC08_146041_20230930_2,0.01,2023-09-30,,Dwarka,suburban,"{""type"":""Point"",""coordinates"":[77.15,28.55]}"
LC08_146041_20230930_3,0.01,2023-09-30,,Laxmi Nagar,suburban,"{""type"":""Point"",""coordinates"":[77.31,28.63]}"
LC08_146041_20230930_4,0.01,2023-09-30,,Najafgarh,peri_urban,"{""type"":""Point"",""coordinates"":[77.07,28.52]}"
LC08_146041_20230930_5,0.01,2023-09-30,,Tughlaqabad,peri_urban,"{""type"":""Point"",""coordinates"":[77.28,28.479999999999997]}"
LC08_146041_20230930_6,0.01,2023-09-30,,Bahadurgarh,rural,"{""type"":""Point"",""coordinates"":[76.92,28.619999999999997]}"
LC08_146041_20230930_7,0.01,2023-09-30,,Ghaziabad outskirts,rural,"{""type"":""Point"",""coordinates"":[77.45,28.720000000000002]}"
LC08_146041_20230930_8,0.01,2023-09-30,,Delhi Ridge Forest,green_space,"{""type"":""Point"",""coordinates"":[77.18,28.71]}"
LC08_146041_20230930_9,0.01,2023-09-30,,Lodhi Garden,green_space,"{""type"":""Point"",""coordinates"":[77.24,28.6]}"
LC08_146041_20231101_0,0.02,2023-11-01,,Connaught Place,urban_core,"{""type"":""Point"",""coordinates"":[77.23,28.610000000000003]}"
LC08_146041_20231101_1,0.02,2023-11-01,,Karol Bagh,urban_core,"{""type"":""Point"",""coordinates"":[77.2,28.670000000000005]}"
LC08_146041_20231101_2,0.02,2023-11-01,,Dwarka,suburban,"{""type"":""Point"",""coordinates"":[77.15,28.55]}"
LC08_146041_20231101_3,0.02,2023-11-01,,Laxmi Nagar,suburban,"{""type"":""Point"",""coordinates"":[77.31,28.63]}"
LC08_146041_20231101_4,0.02,2023-11-01,,Najafgarh,peri_urban,"{""type"":""Point"",""coordinates"":[77.07,28.52]}"
LC08_146041_20231101_5,0.02,2023-11-01,,Tughlaqabad,peri_urban,"{""type"":""Point"",""coordinates"":[77.28,28.479999999999997]}"
LC08_146041_20231101_6,0.02,2023-11-01,,Bahadurgarh,rural,"{""type"":""Point"",""coordinates"":[76.92,28.619999999999997]}"
LC08_146041_20231101_7,0.02,2023-11-01,,Ghaziabad outskirts,rural,"{""type"":""Point"",""coordinates"":[77.45,28.720000000000002]}"
LC08_146041_20231101_8,0.02,2023-11-01,,Delhi Ridge Forest,green_space,"{""type"":""Point"",""coordinates"":[77.18,28.71]}"
LC08_146041_20231101_9,0.02,2023-11-01,,Lodhi Garden,green_space,"{""type"":""Point"",""coordinates"":[77.24,28.6]}"
LC08_146041_20231219_0,1.38,2023-12-19,,Connaught Place,urban_core,"{""type"":""Point"",""coordinates"":[77.23,28.610000000000003]}"
LC08_146041_20231219_1,1.38,2023-12-19,,Karol Bagh,urban_core,"{""type"":""Point"",""coordinates"":[77.2,28.670000000000005]}"
LC08_146041_20231219_2,1.38,2023-12-19,,Dwarka,suburban,"{""type"":""Point"",""coordinates"":[77.15,28.55]}"
LC08_146041_20231219_3,1.38,2023-12-19,,Laxmi Nagar,suburban,"{""type"":""Point"",""coordinates"":[77.31,28.63]}"
LC08_146041_20231219_4,1.38,2023-12-19,,Najafgarh,peri_urban,"{""type"":""Point"",""coordinates"":[77.07,28.52]}"
LC08_146041_20231219_5,1.38,2023-12-19,,Tughlaqabad,peri_urban,"{""type"":""Point"",""coordinates"":[77.28,28.479999999999997]}"
LC08_146041_20231219_6,1.38,2023-12-19,,Bahadurgarh,rural,"{""type"":""Point"",""coordinates"":[76.92,28.619999999999997]}"
LC08_146041_20231219_7,1.38,2023-12-19,,Ghaziabad outskirts,rural,"{""type"":""Point"",""coordinates"":[77.45,28.720000000000002]}"
LC08_146041_20231219_8,1.38,2023-12-19,,Delhi Ridge Forest,green_space,"{""type"":""Point"",""coordinates"":[77.18,28.71]}"
LC08_146041_20231219_9,1.38,2023-12-19,,Lodhi Garden,green_space,"{""type"":""Point"",""coordinates"":[77.24,28.6]}"
LC08_147040_20230209_0,18.05,2023-02-09,23.25211250000001,Connaught Place,urban_core,"{""type"":""Point"",""coordinates"":[77.23,28.610000000000003]}"
LC08_147040_20230209_1,18.05,2023-02-09,24.188649980000037,Karol Bagh,urban_core,"{""type"":""Point"",""coordinates"":[77.2,28.670000000000005]}"
LC08_147040_20230209_2,18.05,2023-02-09,24.660336740000048,Dwarka,suburban,"{""type"":""Point"",""coordinates"":[77.15,28.55]}"
LC08_147040_20230209_3,18.05,2023-02-09,,Laxmi Nagar,suburban,"{""type"":""Point"",""coordinates"":[77.31,28.63]}"
LC08_147040_20230209_4,18.05,2023-02-09,24.222830180000017,Najafgarh,peri_urban,"{""type"":""Point"",""coordinates"":[77.07,28.52]}"
LC08_147040_20230209_5,18.05,2023-02-09,,Tughlaqabad,peri_urban,"{""type"":""Point"",""coordinates"":[77.28,28.479999999999997]}"
LC08_147040_20230209_6,18.05,2023-02-09,23.419595479999998,Bahadurgarh,rural,"{""type"":""Point"",""coordinates"":[76.92,28.619999999999997]}"
LC08_147040_20230209_7,18.05,2023-02-09,,Ghaziabad outskirts,rural,"{""type"":""Point"",""coordinates"":[77.45,28.720000000000002]}"
LC08_147040_20230209_8,18.05,2023-02-09,23.525554100000022,Delhi Ridge Forest,green_space,"{""type"":""Point"",""coordinates"":[77.18,28.71]}"
LC08_147040_20230209_9,18.05,2023-02-09,,Lodhi Garden,green_space,"{""type"":""Point"",""coordinates"":[77.24,28.6]}"
LC08_147040_20230225_0,0.04,2023-02-25,28.10228288000002,Connaught Place,urban_core,"{""type"":""Point"",""coordinates"":[77.23,28.610000000000003]}"
LC08_147040_20230225_1,0.04,2023-02-25,29.68482614000004,Karol Bagh,urban_core,"{""type"":""Point"",""coordinates"":[77.2,28.670000000000005]}"
LC08_147040_20230225_2,0.04,2023-02-25,29.44556474000001,Dwarka,suburban,"{""type"":""Point"",""coordinates"":[77.15,28.55]}"
LC08_147040_20230225_3,0.04,2023-02-25,,Laxmi Nagar,suburban,"{""type"":""Point"",""coordinates"":[77.31,28.63]}"
LC08_147040_20230225_4,0.04,2023-02-25,29.431892660000017,Najafgarh,peri_urban,"{""type"":""Point"",""coordinates"":[77.07,28.52]}"
LC08_147040_20230225_5,0.04,2023-02-25,,Tughlaqabad,peri_urban,"{""type"":""Point"",""coordinates"":[77.28,28.479999999999997]}"
LC08_147040_20230225_6,0.04,2023-02-25,28.109118920000014,Bahadurgarh,rural,"{""type"":""Point"",""coordinates"":[76.92,28.619999999999997]}"
LC08_147040_20230225_7,0.04,2023-02-25,,Ghaziabad outskirts,rural,"{""type"":""Point"",""coordinates"":[77.45,28.720000000000002]}"
LC08_147040_20230225_8,0.04,2023-02-25,28.587641720000022,Delhi Ridge Forest,green_space,"{""type"":""Point"",""coordinates"":[77.18,28.71]}"
LC08_147040_20230225_9,0.04,2023-02-25,27.582743840000035,Lodhi Garden,green_space,"{""type"":""Point"",""coordinates"":[77.24,28.6]}"
LC08_147040_20230414_0,0.51,2023-04-14,41.25482384000003,Connaught Place,urban_core,"{""type"":""Point"",""coordinates"":[77.23,28.610000000000003]}"
LC08_147040_20230414_1,0.51,2023-04-14,43.43552060000002,Karol Bagh,urban_core,"{""type"":""Point"",""coordinates"":[77.2,28.670000000000005]}"
LC08_147040_20230414_2,0.51,2023-04-14,42.09223874000003,Dwarka,suburban,"{""type"":""Point"",""coordinates"":[77.15,28.55]}"
LC08_147040_20230414_3,0.51,2023-04-14,,Laxmi Nagar,suburban,"{""type"":""Point"",""coordinates"":[77.31,28.63]}"
LC08_147040_20230414_4,0.51,2023-04-14,41.70942050000002,Najafgarh,peri_urban,"{""type"":""Point"",""coordinates"":[77.07,28.52]}"
LC08_147040_20230414_5,0.51,2023-04-14,,Tughlaqabad,peri_urban,"{""type"":""Point"",""coordinates"":[77.28,28.479999999999997]}"
LC08_147040_20230414_6,0.51,2023-04-14,45.55811102000001,Bahadurgarh,rural,"{""type"":""Point"",""coordinates"":[76.92,28.619999999999997]}"
LC08_147040_20230414_7,0.51,2023-04-14,,Ghaziabad outskirts,rural,"{""type"":""Point"",""coordinates"":[77.45,28.720000000000002]}"
LC08_147040_20230414_8,0.51,2023-04-14,42.35542628000002,Delhi Ridge Forest,green_space,"{""type"":""Point"",""coordinates"":[77.18,28.71]}"
LC08_147040_20230414_9,0.51,2023-04-14,40.591727960000014,Lodhi Garden,green_space,"{""type"":""Point"",""coordinates"":[77.24,28.6]}"
LC08_147040_20230703_0,4.78,2023-07-03,37.73426324000002,Connaught Place,urban_core,"{""type"":""Point"",""coordinates"":[77.23,28.610000000000003]}"
LC08_147040_20230703_1,4.78,2023-07-03,36.35338316000002,Karol Bagh,urban_core,"{""type"":""Point"",""coordinates"":[77.2,28.670000000000005]}"
LC08_147040_20230703_2,4.78,2023-07-03,37.65564877999998,Dwarka,suburban,"{""type"":""Point"",""coordinates"":[77.15,28.55]}"
LC08_147040_20230703_3,4.78,2023-07-03,,Laxmi Nagar,suburban,"{""type"":""Point"",""coordinates"":[77.31,28.63]}"
LC08_147040_20230703_4,4.78,2023-07-03,42.21870548000004,Najafgarh,peri_urban,"{""type"":""Point"",""coordinates"":[77.07,28.52]}"
LC08_147040_20230703_5,4.78,2023-07-03,,Tughlaqabad,peri_urban,"{""type"":""Point"",""coordinates"":[77.28,28.479999999999997]}"
LC08_147040_20230703_6,4.78,2023-07-03,41.733346640000036,Bahadurgarh,rural,"{""type"":""Point"",""coordinates"":[76.92,28.619999999999997]}"
LC08_147040_20230703_7,4.78,2023-07-03,,Ghaziabad outskirts,rural,"{""type"":""Point"",""coordinates"":[77.45,28.720000000000002]}"
LC08_147040_20230703_8,4.78,2023-07-03,38.458883480000054,Delhi Ridge Forest,green_space,"{""type"":""Point"",""coordinates"":[77.18,28.71]}"
LC08_147040_20230703_9,4.78,2023-07-03,41.05316066,Lodhi Garden,green_space,"{""type"":""Point"",""coordinates"":[77.24,28.6]}"
LC08_147040_20230905_0,1.87,2023-09-05,37.983778700000016,Connaught Place,urban_core,"{""type"":""Point"",""coordinates"":[77.23,28.610000000000003]}"
LC08_147040_20230905_1,1.87,2023-09-05,40.048262780000016,Karol Bagh,urban_core,"{""type"":""Point"",""coordinates"":[77.2,28.670000000000005]}"
LC08_147040_20230905_2,1.87,2023-09-05,34.52816048,Dwarka,suburban,"{""type"":""Point"",""coordinates"":[77.15,28.55]}"
LC08_147040_20230905_3,1.87,2023-09-05,,Laxmi Nagar,suburban,"{""type"":""Point"",""coordinates"":[77.31,28.63]}"
LC08_147040_20230905_4,1.87,2023-09-05,39.932050100000026,Najafgarh,peri_urban,"{""type"":""Point"",""coordinates"":[77.07,28.52]}"
LC08_147040_20230905_5,1.87,2023-09-05,,Tughlaqabad,peri_urban,"{""type"":""Point"",""coordinates"":[77.28,28.479999999999997]}"
LC08_147040_20230905_6,1.87,2023-09-05,44.583975320000036,Bahadurgarh,rural,"{""type"":""Point"",""coordinates"":[76.92,28.619999999999997]}"
LC08_147040_20230905_7,1.87,2023-09-05,,Ghaziabad outskirts,rural,"{""type"":""Point"",""coordinates"":[77.45,28.720000000000002]}"
LC08_147040_20230905_8,1.87,2023-09-05,38.46571951999999,Delhi Ridge Forest,green_space,"{""type"":""Point"",""coordinates"":[77.18,28.71]}"
LC08_147040_20230905_9,1.87,2023-09-05,37.74793532000001,Lodhi Garden,green_space,"{""type"":""Point"",""coordinates"":[77.24,28.6]}"
LC08_147040_20230921_0,9.89,2023-09-21,36.315784940000015,Connaught Place,urban_core,"{""type"":""Point"",""coordinates"":[77.23,28.610000000000003]}"
LC08_147040_20230921_1,9.89,2023-09-21,37.69666502000001,Karol Bagh,urban_core,"{""type"":""Point"",""coordinates"":[77.2,28.670000000000005]}"
LC08_147040_20230921_2,9.89,2023-09-21,32.65508552000006,Dwarka,suburban,"{""type"":""Point"",""coordinates"":[77.15,28.55]}"
LC08_147040_20230921_3,9.89,2023-09-21,,Laxmi Nagar,suburban,"{""type"":""Point"",""coordinates"":[77.31,28.63]}"
LC08_147040_20230921_4,9.89,2023-09-21,37.95985256000006,Najafgarh,peri_urban,"{""type"":""Point"",""coordinates"":[77.07,28.52]}"
LC08_147040_20230921_5,9.89,2023-09-21,,Tughlaqabad,peri_urban,"{""type"":""Point"",""coordinates"":[77.28,28.479999999999997]}"
LC08_147040_20230921_6,9.89,2023-09-21,38.68105478000001,Bahadurgarh,rural,"{""type"":""Point"",""coordinates"":[76.92,28.619999999999997]}"
LC08_147040_20230921_7,9.89,2023-09-21,,Ghaziabad outskirts,rural,"{""type"":""Point"",""coordinates"":[77.45,28.720000000000002]}"
LC08_147040_20230921_8,9.89,2023-09-21,37.78895155999999,Delhi Ridge Forest,green_space,"{""type"":""Point"",""coordinates"":[77.18,28.71]}"
LC08_147040_20230921_9,9.89,2023-09-21,35.94322076000003,Lodhi Garden,green_space,"{""type"":""Point"",""coordinates"":[77.24,28.6]}"
LC08_147040_20231007_0,0.01,2023-10-07,35.04769952000004,Connaught Place,urban_core,"{""type"":""Point"",""coordinates"":[77.23,28.610000000000003]}"
LC08_147040_20231007_1,0.01,2023-10-07,36.33629306,Karol Bagh,urban_core,"{""type"":""Point"",""coordinates"":[77.2,28.670000000000005]}"
LC08_147040_20231007_2,0.01,2023-10-07,33.89240876000002,Dwarka,suburban,"{""type"":""Point"",""coordinates"":[77.15,28.55]}"
LC08_147040_20231007_3,0.01,2023-10-07,,Laxmi Nagar,suburban,"{""type"":""Point"",""coordinates"":[77.31,28.63]}"
LC08_147040_20231007_4,0.01,2023-10-07,38.14100761999998,Najafgarh,peri_urban,"{""type"":""Point"",""coordinates"":[77.07,28.52]}"
LC08_147040_20231007_5,0.01,2023-10-07,,Tughlaqabad,peri_urban,"{""type"":""Point"",""coordinates"":[77.28,28.479999999999997]}"
LC08_147040_20231007_6,0.01,2023-10-07,40.000410500000044,Bahadurgarh,rural,"{""type"":""Point"",""coordinates"":[76.92,28.619999999999997]}"
LC08_147040_20231007_7,0.01,2023-10-07,,Ghaziabad outskirts,rural,"{""type"":""Point"",""coordinates"":[77.45,28.720000000000002]}"
LC08_147040_20231007_8,0.01,2023-10-07,36.09703166000003,Delhi Ridge Forest,green_space,"{""type"":""Point"",""coordinates"":[77.18,28.71]}"
LC08_147040_20231007_9,0.01,2023-10-07,35.12973199999999,Lodhi Garden,green_space,"{""type"":""Point"",""coordinates"":[77.24,28.6]}"
LC08_147040_20231023_0,0.5,2023-10-23,29.185795220000045,Connaught Place,urban_core,"{""type"":""Point"",""coordinates"":[77.23,28.610000000000003]}"
LC08_147040_20231023_1,0.5,2023-10-23,30.03346418000001,Karol Bagh,urban_core,"{""type"":""Point"",""coordinates"":[77.2,28.670000000000005]}"
LC08_147040_20231023_2,0.5,2023-10-23,28.960205900000005,Dwarka,suburban,"{""type"":""Point"",""coordinates"":[77.15,28.55]}"
LC08_147040_20231023_3,0.5,2023-10-23,,Laxmi Nagar,suburban,"{""type"":""Point"",""coordinates"":[77.31,28.63]}"
LC08_147040_20231023_4,0.5,2023-10-23,30.60769154000002,Najafgarh,peri_urban,"{""type"":""Point"",""coordinates"":[77.07,28.52]}"
LC08_147040_20231023_5,0.5,2023-10-23,,Tughlaqabad,peri_urban,"{""type"":""Point"",""coordinates"":[77.28,28.479999999999997]}"
LC08_147040_20231023_6,0.5,2023-10-23,32.648249480000004,Bahadurgarh,rural,"{""type"":""Point"",""coordinates"":[76.92,28.619999999999997]}"
LC08_147040_20231023_7,0.5,2023-10-23,,Ghaziabad outskirts,rural,"{""type"":""Point"",""coordinates"":[77.45,28.720000000000002]}"
LC08_147040_20231023_8,0.5,2023-10-23,29.72242435999999,Delhi Ridge Forest,green_space,"{""type"":""Point"",""coordinates"":[77.18,28.71]}"
LC08_147040_20231023_9,0.5,2023-10-23,28.495355180000047,Lodhi Garden,green_space,"{""type"":""Point"",""coordinates"":[77.24,28.6]}"
LC08_147040_20231210_0,3.1,2023-12-10,20.98938326000001,Connaught Place,urban_core,"{""type"":""Point"",""coordinates"":[77.23,28.610000000000003]}"
LC08_147040_20231210_1,3.1,2023-12-10,21.368783480000047,Karol Bagh,urban_core,"{""type"":""Point"",""coordinates"":[77.2,28.670000000000005]}"
LC08_147040_20231210_2,3.1,2023-12-10,21.92250272000001,Dwarka,suburban,"{""type"":""Point"",""coordinates"":[77.15,28.55]}"
LC08_147040_20231210_3,3.1,2023-12-10,,Laxmi Nagar,suburban,"{""type"":""Point"",""coordinates"":[77.31,28.63]}"
LC08_147040_20231210_4,3.1,2023-12-10,21.686659340000006,Najafgarh,peri_urban,"{""type"":""Point"",""coordinates"":[77.07,28.52]}"
LC08_147040_20231210_5,3.1,2023-12-10,,Tughlaqabad,peri_urban,"{""type"":""Point"",""coordinates"":[77.28,28.479999999999997]}"
LC08_147040_20231210_6,3.1,2023-12-10,22.346337199999994,Bahadurgarh,rural,"{""type"":""Point"",""coordinates"":[76.92,28.619999999999997]}"
LC08_147040_20231210_7,3.1,2023-12-10,,Ghaziabad outskirts,rural,"{""type"":""Point"",""coordinates"":[77.45,28.720000000000002]}"
LC08_147040_20231210_8,3.1,2023-12-10,21.471324080000045,Delhi Ridge Forest,green_space,"{""type"":""Point"",""coordinates"":[77.18,28.71]}"
LC08_147040_20231210_9,3.1,2023-12-10,20.35021352000001,Lodhi Garden,green_space,"{""type"":""Point"",""coordinates"":[77.24,28.6]}"
