cloud_cover,date,LST_Celsius,name,zone,month,month_name,season,zone_code,UHI_intensity
0.01,2023-10-07,38.14,Najafgarh,peri_urban,10,Oct,Post Monsoon,2,5.75
0.01,2023-10-07,31.02,Tughlaqabad,peri_urban,10,Oct,Post Monsoon,2,-1.37
0.01,2023-10-07,40.0,Bahadurgarh,rural,10,Oct,Post Monsoon,1,7.61
0.01,2023-10-07,32.39,Ghaziabad outskirts,rural,10,Oct,Post Monsoon,1,-0.0
0.01,2023-10-07,36.1,Delhi Ridge Forest,green_space,10,Oct,Post Monsoon,0,3.71
0.01,2023-10-07,35.13,Lodhi Garden,green_space,10,Oct,Post Monsoon,0,2.74
0.5,2023-10-23,29.19,Connaught Place,urban_core,10,Oct,Post Monsoon,4,-3.2
0.5,2023-10-23,30.03,Karol Bagh,urban_core,10,Oct,Post Monsoon,4,-2.36
0.5,2023-10-23,28.96,Dwarka,suburban,10,Oct,Post Monsoon,3,-3.43
0.5,2023-10-23,30.7,Laxmi Nagar,suburban,10,Oct,Post Monsoon,3,-1.69
0.5,2023-10-23,30.61,Najafgarh,peri_urban,10,Oct,Post Monsoon,2,-1.78
0.5,2023-10-23,31.02,Tughlaqabad,peri_urban,10,Oct,Post Monsoon,2,-1.37
0.5,2023-10-23,32.65,Bahadurgarh,rural,10,Oct,Post Monsoon,1,0.26
0.5,2023-10-23,32.39,Ghaziabad outskirts,rural,10,Oct,Post Monsoon,1,-0.0
0.5,2023-10-23,29.72,Delhi Ridge Forest,green_space,10,Oct,Post Monsoon,0,-2.67
0.5,2023-10-23,28.5,Lodhi Garden,green_space,10,Oct,Post Monsoon,0,-3.89
3.1,2023-12-10,20.99,Connaught Place,urban_core,12,Dec,Winter,4,-11.4
3.1,2023-12-10,21.37,Karol Bagh,urban_core,12,Dec,Winter,4,-11.02
3.1,2023-12-10,21.92,Dwarka,suburban,12,Dec,Winter,3,-10.47
3.1,2023-12-10,30.7,Laxmi Nagar,suburban,12,Dec,Winter,3,-1.69
3.1,2023-12-10,21.69,Najafgarh,peri_urban,12,Dec,Winter,2,-10.7
3.1,2023-12-10,31.02,Tughlaqabad,peri_urban,12,Dec,Winter,2,-1.37
3.1,2023-12-10,22.35,Bahadurgarh,rural,12,Dec,Winter,1,-10.04
3.1,2023-12-10,32.39,Ghaziabad outskirts,rural,12,Dec,Winter,1,-0.0
3.1,2023-12-10,21.47,Delhi Ridge Forest,green_space,12,Dec,Winter,0,-10.92
3.1,2023-12-10,20.35,Lodhi Garden,green_space,12,Dec,Winter,0,-12.04
